,date,away,home,time,stadium,address,city,street
2183,"Friday, September 6, 2024",Arizona D'Backs,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2184,"Friday, September 6, 2024",Minnesota Twins,Kansas City Royals,8:10 pm,One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
2185,"Friday, September 6, 2024",Colorado Rockies,Milwaukee Brewers,8:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2186,"Friday, September 6, 2024",Seattle Mariners,St. Louis Cardinals,8:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2187,"Friday, September 6, 2024",Detroit Tigers,Oakland Athletics,9:40 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
2188,"Friday, September 6, 2024",San Francisco Giants,San Diego Padres,9:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
2189,"Friday, September 6, 2024",Cleveland Guardians,Los Angeles Dodgers,10:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2190,"Saturday, September 7, 2024",New York Yankees,Chicago Cubs,2:20 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
2191,"Saturday, September 7, 2024",Tampa Bay Rays,Baltimore Orioles,4:05 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
2192,"Saturday, September 7, 2024",Detroit Tigers,Oakland Athletics,4:07 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
2193,"Saturday, September 7, 2024",Arizona D'Backs,Houston Astros,4:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2194,"Saturday, September 7, 2024",Philadelphia Phillies,Miami Marlins,4:10 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
2195,"Saturday, September 7, 2024",Cincinnati Reds,New York Mets,4:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
2196,"Saturday, September 7, 2024",Washington Nationals,Pittsburgh Pirates,6:40 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2197,"Saturday, September 7, 2024",Minnesota Twins,Kansas City Royals,7:10 pm,One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
2198,"Saturday, September 7, 2024",Colorado Rockies,Milwaukee Brewers,7:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2199,"Saturday, September 7, 2024",Chicago White Sox,Boston Red Sox,7:15 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
2200,"Saturday, September 7, 2024",Seattle Mariners,St. Louis Cardinals,7:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2201,"Saturday, September 7, 2024",Los Angeles Angels,Texas Rangers,7:15 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
2202,"Saturday, September 7, 2024",Toronto Blue Jays,Atlanta Braves,7:20 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
2203,"Saturday, September 7, 2024",San Francisco Giants,San Diego Padres,8:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
2204,"Saturday, September 7, 2024",Cleveland Guardians,Los Angeles Dodgers,9:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2205,"Sunday, September 8, 2024",Tampa Bay Rays,Baltimore Orioles,12:05 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
2206,"Sunday, September 8, 2024",Toronto Blue Jays,Atlanta Braves,1:35 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
2207,"Sunday, September 8, 2024",Chicago White Sox,Boston Red Sox,1:35 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
2208,"Sunday, September 8, 2024",Washington Nationals,Pittsburgh Pirates,1:35 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2209,"Sunday, September 8, 2024",Philadelphia Phillies,Miami Marlins,1:40 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
2210,"Sunday, September 8, 2024",Cincinnati Reds,New York Mets,1:40 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
2211,"Sunday, September 8, 2024",Arizona D'Backs,Houston Astros,2:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2212,"Sunday, September 8, 2024",Minnesota Twins,Kansas City Royals,2:10 pm,One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
2213,"Sunday, September 8, 2024",Colorado Rockies,Milwaukee Brewers,2:10 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2214,"Sunday, September 8, 2024",Seattle Mariners,St. Louis Cardinals,2:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2215,"Sunday, September 8, 2024",New York Yankees,Chicago Cubs,2:20 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
2216,"Sunday, September 8, 2024",Los Angeles Angels,Texas Rangers,2:35 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
2217,"Sunday, September 8, 2024",Detroit Tigers,Oakland Athletics,4:07 pm,7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
2218,"Sunday, September 8, 2024",Cleveland Guardians,Los Angeles Dodgers,4:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2219,"Sunday, September 8, 2024",San Francisco Giants,San Diego Padres,4:10 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
2220,"Monday, September 9, 2024",Tampa Bay Rays,Philadelphia Phillies,6:40 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
2221,"Monday, September 9, 2024",Miami Marlins,Pittsburgh Pirates,6:40 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2222,"Monday, September 9, 2024",Kansas City Royals,New York Yankees,7:05 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
2223,"Monday, September 9, 2024",New York Mets,Toronto Blue Jays,7:07 pm,"1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
2224,"Monday, September 9, 2024",Baltimore Orioles,Boston Red Sox,7:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
2225,"Monday, September 9, 2024",Cleveland Guardians,Chicago White Sox,7:40 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
2226,"Monday, September 9, 2024",Los Angeles Angels,Minnesota Twins,7:40 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
2227,"Monday, September 9, 2024",Chicago Cubs,Los Angeles Dodgers,10:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2228,"Tuesday, September 10, 2024",Colorado Rockies,Detroit Tigers,6:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
2229,"Tuesday, September 10, 2024",Tampa Bay Rays,Philadelphia Phillies,6:40 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
2230,"Tuesday, September 10, 2024",Miami Marlins,Pittsburgh Pirates,6:40 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2231,"Tuesday, September 10, 2024",Atlanta Braves,Washington Nationals,6:45 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
2232,"Tuesday, September 10, 2024",Kansas City Royals,New York Yankees,7:05 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
2233,"Tuesday, September 10, 2024",New York Mets,Toronto Blue Jays,7:07 pm,"1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
2234,"Tuesday, September 10, 2024",Baltimore Orioles,Boston Red Sox,7:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
2235,"Tuesday, September 10, 2024",Cleveland Guardians,Chicago White Sox,7:40 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
2236,"Tuesday, September 10, 2024",Los Angeles Angels,Minnesota Twins,7:40 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
2237,"Tuesday, September 10, 2024",Cincinnati Reds,St. Louis Cardinals,7:45 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2238,"Tuesday, September 10, 2024",Oakland Athletics,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2239,"Tuesday, September 10, 2024",Texas Rangers,Arizona D'Backs,9:40 pm,,,,
2240,"Tuesday, September 10, 2024",San Diego Padres,Seattle Mariners,9:40 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
2241,"Tuesday, September 10, 2024",Milwaukee Brewers,San Francisco Giants,9:45 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
2242,"Tuesday, September 10, 2024",Chicago Cubs,Los Angeles Dodgers,10:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2243,"Wednesday, September 11, 2024",Miami Marlins,Pittsburgh Pirates,12:35 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2244,"Wednesday, September 11, 2024",Cleveland Guardians,Chicago White Sox,2:10 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
2245,"Wednesday, September 11, 2024",New York Mets,Toronto Blue Jays,3:07 pm,"1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
2246,"Wednesday, September 11, 2024",Texas Rangers,Arizona D'Backs,3:40 pm,,,,
2247,"Wednesday, September 11, 2024",Colorado Rockies,Detroit Tigers,6:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
2248,"Wednesday, September 11, 2024",Tampa Bay Rays,Philadelphia Phillies,6:40 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
2249,"Wednesday, September 11, 2024",Atlanta Braves,Washington Nationals,6:45 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
2250,"Wednesday, September 11, 2024",Kansas City Royals,New York Yankees,7:05 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
2251,"Wednesday, September 11, 2024",Baltimore Orioles,Boston Red Sox,7:10 pm,4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
2252,"Wednesday, September 11, 2024",Los Angeles Angels,Minnesota Twins,7:10 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
2253,"Wednesday, September 11, 2024",Cincinnati Reds,St. Louis Cardinals,7:45 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2254,"Wednesday, September 11, 2024",Oakland Athletics,Houston Astros,8:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2255,"Wednesday, September 11, 2024",San Diego Padres,Seattle Mariners,9:40 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
2256,"Wednesday, September 11, 2024",Milwaukee Brewers,San Francisco Giants,9:45 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
2257,"Wednesday, September 11, 2024",Chicago Cubs,Los Angeles Dodgers,10:10 pm,1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
2258,"Thursday, September 12, 2024",Colorado Rockies,Detroit Tigers,1:10 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
2259,"Thursday, September 12, 2024",Cincinnati Reds,St. Louis Cardinals,1:15 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2260,"Thursday, September 12, 2024",Oakland Athletics,Houston Astros,2:10 pm,501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
2261,"Thursday, September 12, 2024",Tampa Bay Rays,Cleveland Guardians,6:40 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2262,"Thursday, September 12, 2024",Miami Marlins,Washington Nationals,6:45 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
2263,"Thursday, September 12, 2024",Boston Red Sox,New York Yankees,7:05 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
2264,"Thursday, September 12, 2024",Texas Rangers,Seattle Mariners,9:40 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
2265,"Thursday, September 12, 2024",Milwaukee Brewers,San Francisco Giants,9:45 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
2266,"Friday, September 13, 2024",Baltimore Orioles,Detroit Tigers,6:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
2267,"Friday, September 13, 2024",New York Mets,Philadelphia Phillies,6:40 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
2268,"Friday, September 13, 2024",Kansas City Royals,Pittsburgh Pirates,6:40 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2269,"Friday, September 13, 2024",Miami Marlins,Washington Nationals,6:45 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
2270,"Friday, September 13, 2024",Boston Red Sox,New York Yankees,7:05 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
2271,"Friday, September 13, 2024",St. Louis Cardinals,Toronto Blue Jays,7:07 pm,"1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
2272,"Friday, September 13, 2024",Tampa Bay Rays,Cleveland Guardians,7:10 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2273,"Friday, September 13, 2024",Los Angeles Dodgers,Atlanta Braves,7:20 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
2274,"Friday, September 13, 2024",Oakland Athletics,Chicago White Sox,7:40 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
2275,"Friday, September 13, 2024",Cincinnati Reds,Minnesota Twins,8:10 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
2276,"Friday, September 13, 2024",Chicago Cubs,Colorado Rockies,8:40 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
2277,"Friday, September 13, 2024",Houston Astros,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
2278,"Friday, September 13, 2024",Milwaukee Brewers,Arizona D'Backs,9:40 pm,,,,
2279,"Friday, September 13, 2024",Texas Rangers,Seattle Mariners,10:10 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
2280,"Friday, September 13, 2024",San Diego Padres,San Francisco Giants,10:15 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
2281,"Saturday, September 14, 2024",Boston Red Sox,New York Yankees,1:05 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
2282,"Saturday, September 14, 2024",St. Louis Cardinals,Toronto Blue Jays,3:07 pm,"1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
2283,"Saturday, September 14, 2024",New York Mets,Philadelphia Phillies,4:05 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
2284,"Saturday, September 14, 2024",Miami Marlins,Washington Nationals,4:05 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
2285,"Saturday, September 14, 2024",Tampa Bay Rays,Cleveland Guardians,6:10 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2286,"Saturday, September 14, 2024",Baltimore Orioles,Detroit Tigers,6:10 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
2287,"Saturday, September 14, 2024",Kansas City Royals,Pittsburgh Pirates,6:40 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2288,"Saturday, September 14, 2024",Oakland Athletics,Chicago White Sox,7:10 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
2289,"Saturday, September 14, 2024",Cincinnati Reds,Minnesota Twins,7:10 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
2290,"Saturday, September 14, 2024",Los Angeles Dodgers,Atlanta Braves,7:20 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
2291,"Saturday, September 14, 2024",Milwaukee Brewers,Arizona D'Backs,8:10 pm,,,,
2292,"Saturday, September 14, 2024",Chicago Cubs,Colorado Rockies,8:10 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
2293,"Saturday, September 14, 2024",San Diego Padres,San Francisco Giants,9:05 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
2294,"Saturday, September 14, 2024",Houston Astros,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
2295,"Saturday, September 14, 2024",Texas Rangers,Seattle Mariners,9:40 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
2296,"Sunday, September 15, 2024",Cincinnati Reds,Minnesota Twins,1:05 pm,1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
2297,"Sunday, September 15, 2024",Los Angeles Dodgers,Atlanta Braves,1:35 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
2298,"Sunday, September 15, 2024",Boston Red Sox,New York Yankees,1:35 pm,One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
2299,"Sunday, September 15, 2024",New York Mets,Philadelphia Phillies,1:35 pm,One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
2300,"Sunday, September 15, 2024",Kansas City Royals,Pittsburgh Pirates,1:35 pm,115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
2301,"Sunday, September 15, 2024",Miami Marlins,Washington Nationals,1:35 pm,"1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
2302,"Sunday, September 15, 2024",St. Louis Cardinals,Toronto Blue Jays,1:37 pm,"1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
2303,"Sunday, September 15, 2024",Tampa Bay Rays,Cleveland Guardians,1:40 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2304,"Sunday, September 15, 2024",Baltimore Orioles,Detroit Tigers,1:40 pm,2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
2305,"Sunday, September 15, 2024",Oakland Athletics,Chicago White Sox,2:10 pm,333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
2306,"Sunday, September 15, 2024",Chicago Cubs,Colorado Rockies,3:10 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
2307,"Sunday, September 15, 2024",San Diego Padres,San Francisco Giants,4:05 pm,24 Willie Mays Plaza,"24 Willie Mays Plaza, San Francisco, CA 94107","San Francisco, CA",24 Willie Mays Plaza
2308,"Sunday, September 15, 2024",Houston Astros,Los Angeles Angels,4:07 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
2309,"Sunday, September 15, 2024",Milwaukee Brewers,Arizona D'Backs,4:10 pm,,,,
2310,"Sunday, September 15, 2024",Texas Rangers,Seattle Mariners,4:10 pm,P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
2311,"Monday, September 16, 2024",Minnesota Twins,Cleveland Guardians,6:40 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2312,"Monday, September 16, 2024",Washington Nationals,New York Mets,7:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
2313,"Monday, September 16, 2024",Los Angeles Dodgers,Atlanta Braves,7:20 pm,755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
2314,"Monday, September 16, 2024",Oakland Athletics,Chicago Cubs,7:40 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
2315,"Monday, September 16, 2024",Detroit Tigers,Kansas City Royals,7:40 pm,One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
2316,"Monday, September 16, 2024",Philadelphia Phillies,Milwaukee Brewers,7:40 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2317,"Monday, September 16, 2024",Pittsburgh Pirates,St. Louis Cardinals,7:45 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2318,"Monday, September 16, 2024",Arizona D'Backs,Colorado Rockies,8:40 pm,2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
2319,"Monday, September 16, 2024",Chicago White Sox,Los Angeles Angels,9:38 pm,2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
2320,"Monday, September 16, 2024",Houston Astros,San Diego Padres,9:40 pm,100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
2321,"Tuesday, September 17, 2024",San Francisco Giants,Baltimore Orioles,6:35 pm,333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
2322,"Tuesday, September 17, 2024",Atlanta Braves,Cincinnati Reds,6:40 pm,100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
2323,"Tuesday, September 17, 2024",Minnesota Twins,Cleveland Guardians,6:40 pm,2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
2324,"Tuesday, September 17, 2024",Los Angeles Dodgers,Miami Marlins,6:40 pm,501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
2325,"Tuesday, September 17, 2024",Boston Red Sox,Tampa Bay Rays,6:50 pm,One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
2326,"Tuesday, September 17, 2024",Washington Nationals,New York Mets,7:10 pm,41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
2327,"Tuesday, September 17, 2024",Oakland Athletics,Chicago Cubs,7:40 pm,1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
2328,"Tuesday, September 17, 2024",Detroit Tigers,Kansas City Royals,7:40 pm,One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
2329,"Tuesday, September 17, 2024",Philadelphia Phillies,Milwaukee Brewers,7:40 pm,One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
2330,"Tuesday, September 17, 2024",Pittsburgh Pirates,St. Louis Cardinals,7:45 pm,700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
2331,"Tuesday, September 17, 2024",Toronto Blue Jays,Texas Rangers,8:05 pm,734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
